N	Speaker ID	Task	Evaluation	Target	Response	Hit	Correct	Target Utterance	Responsed Utterance	Number of Syllables	TargetC	TargetV	RespC	RespV	TargetCManner	TargetCVoice	TargetCPlace	RespCanner	RespVoice	RespPlace	CorrC	CorrV	CorrManner	CorrVoice	CorrPlace	
6	CA227	QL1	M23	pa	pa	C	1	pa ba ri mo	pa ba ri mo	4	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
7	CA227	QL1	M23	ba	ba	C	1	pa ba ri mo	pa ba ri mo	4	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
8	CA227	QL1	M23	ri	ri	C	1	pa ba ri mo	pa ba ri mo	4	r	i	r	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
9	CA227	QL1	M23	mo	mo	C	1	pa ba ri mo	pa ba ri mo	4	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
10	CA227	QL1	M23	ko	ko	C	1	ko pa di	ko pa ni	3	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
11	CA227	QL1	M23	pa	pa	C	1	ko pa di	ko pa ni	3	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
12	CA227	QL1	M23	di	ni	S	0	ko pa di	ko pa ni	3	d	i	n	i	Ocl	Voiced	Coronal	nas	Voiced	Coronal	0	1	0	1	1	
13	CA227	QL1	M23	li	li	C	1	li ga	li ga	2	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
14	CA227	QL1	M23	ga	ga	C	1	li ga	li ga	2	g	a	g	a	Ocl	Voiced	back	Ocl	Voiced	back	1	1	1	1	1	
15	CA227	QL1	M23	be	be	C	1	be yo lu	be yo lu	3	b	e	b	e	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
16	CA227	QL1	M23	yo	yo	C	1	be yo lu	be yo lu	3	y	o	y	o	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
17	CA227	QL1	M23	lu	lu	C	1	be yo lu	be yo lu	3	l	u	l	u	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
18	CA227	QL1	M23	so	zo	S	0	so te to	zo te to	3	s	o	z	o	fric	Vless	Coronal	fric	Vless	Coronal	0	1	1	1	1	
19	CA227	QL1	M23	te	te	C	1	so te to	zo te to	3	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
20	CA227	QL1	M23	to	to	C	1	so te to	zo te to	3	t	o	t	o	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
21	CA227	QL1	M23	ma	ma	C	1	ma re xa za	ma re xa za	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
22	CA227	QL1	M23	re	re	C	1	ma re xa za	ma re xa za	4	r	e	r	e	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
23	CA227	QL1	M23	xa	xa	C	1	ma re xa za	ma re xa za	4	x	a	x	a	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
24	CA227	QL1	M23	za	za	C	1	ma re xa za	ma re xa za	4	z	a	z	a	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
25	CA227	QL1	M23	nu	nu	C	1	nu me ro	nu me ro	3	n	u	n	u	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
26	CA227	QL1	M23	me	me	C	1	nu me ro	nu me ro	3	m	e	m	e	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
27	CA227	QL1	M23	ro	ro	C	1	nu me ro	nu me ro	3	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
28	CA227	QL1	M23	ka	ta	S	0	ka pi tu bo	ta pi tu bo	4	k	a	t	a	Ocl	Vless	back	Ocl	Vless	Coronal	0	1	1	1	0	
29	CA227	QL1	M23	pi	pi	C	1	ka pi tu bo	ta pi tu bo	4	p	i	p	i	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
30	CA227	QL1	M23	tu	tu	C	1	ka pi tu bo	ta pi tu bo	4	t	u	t	u	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
31	CA227	QL1	M23	bo	bo	C	1	ka pi tu bo	ta pi tu bo	4	b	o	b	o	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
32	CA227	QL1	M23	bi	bi	C	1	bi ka	bi ka	2	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
33	CA227	QL1	M23	ka	ka	C	1	bi ka	bi ka	2	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
34	CA227	QL1	M23	ba	ba	C	1	ba fe	ba fe	2	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
35	CA227	QL1	M23	fe	fe	C	1	ba fe	ba fe	2	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
36	CA227	QL1	M23	ti	ti	C	1	ti bo	ti bo	2	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
37	CA227	QL1	M23	bo	bo	C	1	ti bo	ti bo	2	b	o	b	o	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
38	CA227	QL1	M23	ka	ka	C	1	ka yi	ka yi	2	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
39	CA227	QL1	M23	yi	yi	C	1	ka yi	ka yi	2	y	i	y	i	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
40	CA227	QL1	M23	fo	fo	C	1	fo bo xe ma	fo bo xe ma	4	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
41	CA227	QL1	M23	bo	bo	C	1	fo bo xe ma	fo bo xe ma	4	b	o	b	o	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
42	CA227	QL1	M23	xe	xe	C	1	fo bo xe ma	fo bo xe ma	4	x	e	x	e	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
43	CA227	QL1	M23	ma	ma	C	1	fo bo xe ma	fo bo xe ma	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
44	CA227	QL1	M23	pa	pa	C	1	pa ni	pa ni	2	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
45	CA227	QL1	M23	ni	ni	C	1	pa ni	pa ni	2	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
46	CA227	QL1	M23	tu	tu	C	1	tu fo	tu fo	2	t	u	t	u	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
47	CA227	QL1	M23	fo	fo	C	1	tu fo	tu fo	2	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
48	CA227	QL1	M23	sa	sa	C	1	sa te li to	sa te li to	4	s	a	s	a	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
49	CA227	QL1	M23	te	te	C	1	sa te li to	sa te li to	4	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
50	CA227	QL1	M23	li	li	C	1	sa te li to	sa te li to	4	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
51	CA227	QL1	M23	to	to	C	1	sa te li to	sa te li to	4	t	o	t	o	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
52	CA227	QL1	M23	fe	fe	C	1	fe cha	fe cha	2	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
53	CA227	QL1	M23	cha	cha	C	1	fe cha	fe cha	2	ch	a	ch	a	Afic	Vless	Coronal	Afic	Vless	Coronal	1	1	1	1	1	
54	CA227	QL1	M23	pe	pe	C	1	pe mi	pe mi	2	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
55	CA227	QL1	M23	mi	mi	C	1	pe mi	pe mi	2	m	i	m	i	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
56	CA227	QL1	M23	di	di	C	1	di ne so	di ne so	3	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
57	CA227	QL1	M23	ne	ne	C	1	di ne so	di ne so	3	n	e	n	e	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
58	CA227	QL1	M23	so	so	C	1	di ne so	di ne so	3	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
59	CA227	QL1	M23	ka	ka	C	1	ka ba ye te	ka ba ye te	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
60	CA227	QL1	M23	ba	ba	C	1	ka ba ye te	ka ba ye te	4	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
61	CA227	QL1	M23	ye	ye	C	1	ka ba ye te	ka ba ye te	4	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
62	CA227	QL1	M23	te	te	C	1	ka ba ye te	ka ba ye te	4	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
63	CA227	QL1	M23	ti	ti	C	1	ti tu lo	ti tu lo	3	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
64	CA227	QL1	M23	tu	tu	C	1	ti tu lo	ti tu lo	3	t	u	t	u	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
65	CA227	QL1	M23	lo	lo	C	1	ti tu lo	ti tu lo	3	l	o	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
66	CA227	QL1	M23	ko	ko	C	1	ko li za	ko li za	3	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
67	CA227	QL1	M23	li	li	C	1	ko li za	ko li za	3	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
68	CA227	QL1	M23	za	za	C	1	ko li za	ko li za	3	z	a	z	a	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
69	CA227	QL1	M23	ka	ka	C	1	ka rro ma do	ka rro ma do	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
70	CA227	QL1	M23	rro	rro	C	1	ka rro ma do	ka rro ma do	4	rr	o	rr	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
71	CA227	QL1	M23	ma	ma	C	1	ka rro ma do	ka rro ma do	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
72	CA227	QL1	M23	do	do	C	1	ka rro ma do	ka rro ma do	4	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
73	CA227	QL1	M23	gi	gi	C	1	gi nyo	gi ni	2	g	i	g	i	Ocl	Voiced	back	Ocl	Voiced	back	1	1	1	1	1	
74	CA227	QL1	M23	nyo	ni	S	0	gi nyo	gi ni	2	ny	o	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	0	0	1	1	1	
75	CA227	QL1	M23	ma	ma	C	1	ma nya ga	ma nya da	3	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
76	CA227	QL1	M23	nya	nya	C	1	ma nya ga	ma nya da	3	ny	a	ny	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
77	CA227	QL1	M23	ga	da	S	0	ma nya ga	ma nya da	3	g	a	d	a	Ocl	Voiced	back	Ocl	Voiced	Coronal	0	1	1	1	0	
78	CA227	QL1	M23	za	za	C	1	za fe lu di	za fe lu di	4	z	a	z	a	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
79	CA227	QL1	M23	fe	fe	C	1	za fe lu di	za fe lu di	4	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
80	CA227	QL1	M23	lu	lu	C	1	za fe lu di	za fe lu di	4	l	u	l	u	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
81	CA227	QL1	M23	di	di	C	1	za fe lu di	za fe lu di	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
82	CA227	QL1	M23	la	la	C	1	la ro	la ro	2	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
83	CA227	QL1	M23	ro	ro	C	1	la ro	la ro	2	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
84	CA227	QL1	M23	zi	zi	C	1	zi ne	zi ni	2	z	i	z	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
85	CA227	QL1	M23	ne	ni	S	0	zi ne	zi ni	2	n	e	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	0	1	1	1	
86	CA227	QL1	M23	se	se	C	1	se nyo ri ta	se nyo ri ta	4	s	e	s	e	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
87	CA227	QL1	M23	nyo	nyo	C	1	se nyo ri ta	se nyo ri ta	4	ny	o	ny	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
88	CA227	QL1	M23	ri	ri	C	1	se nyo ri ta	se nyo ri ta	4	r	i	r	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
89	CA227	QL1	M23	ta	ta	C	1	se nyo ri ta	se nyo ri ta	4	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
90	CA227	QL1	M23	no	no	C	1	no fe	no fe	2	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
91	CA227	QL1	M23	fe	fe	C	1	no fe	no fe	2	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
92	CA227	QL1	M23	pe	pe	C	1	pe li ku la	pe li ku la	4	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
93	CA227	QL1	M23	li	li	C	1	pe li ku la	pe li ku la	4	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
94	CA227	QL1	M23	ku	ku	C	1	pe li ku la	pe li ku la	4	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
95	CA227	QL1	M23	la	la	C	1	pe li ku la	pe li ku la	4	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
96	CA227	QL1	M23	mo	mo	C	1	mo de	mo mi	2	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
97	CA227	QL1	M23	de	mi	S	0	mo de	mo mi	2	d	e	m	i	Ocl	Voiced	Coronal	nas	Voiced	Frontal	0	0	0	1	0	
98	CA227	QL1	M23	ku	ku	C	1	ku xo ba	ku xo ba	3	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
99	CA227	QL1	M23	xo	xo	C	1	ku xo ba	ku xo ba	3	x	o	x	o	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
100	CA227	QL1	M23	ba	ba	C	1	ku xo ba	ku xo ba	3	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
101	CA227	QL1	M23	fu	fu	C	1	fu xo	fu xo	2	f	u	f	u	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
102	CA227	QL1	M23	xo	xo	C	1	fu xo	fu xo	2	x	o	x	o	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
103	CA227	QL1	M23	se	se	C	1	se ku	se ku	2	s	e	s	e	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
104	CA227	QL1	M23	ku	ku	C	1	se ku	se ku	2	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
105	CA227	QL1	M23	to	to	C	1	to rre	to rre	2	t	o	t	o	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
106	CA227	QL1	M23	rre	rre	C	1	to rre	to rre	2	rr	e	rr	e	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
107	CA227	QL1	M23	do	do	C	1	do fe	do fe	2	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
108	CA227	QL1	M23	fe	fe	C	1	do fe	do fe	2	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
109	CA227	QL1	M23	ba	ma	S	0	ba rre nyo	ma rre nyo	3	b	a	m	a	Ocl	Voiced	Frontal	nas	Voiced	Frontal	0	1	0	1	1	
110	CA227	QL1	M23	rre	rre	C	1	ba rre nyo	ma rre nyo	3	rr	e	rr	e	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
111	CA227	QL1	M23	nyo	nyo	C	1	ba rre nyo	ma rre nyo	3	ny	o	ny	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
112	CA227	QL1	M23	me	me	C	1	me la ni to	me la ni to	4	m	e	m	e	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
113	CA227	QL1	M23	la	la	C	1	me la ni to	me la ni to	4	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
114	CA227	QL1	M23	ni	ni	C	1	me la ni to	me la ni to	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
115	CA227	QL1	M23	to	to	C	1	me la ni to	me la ni to	4	t	o	t	o	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
116	CA227	QL1	M23	ta	pa	S	0	ta le go	pa le bo	3	t	a	p	a	Ocl	Vless	Coronal	Ocl	Vless	Frontal	0	1	1	1	0	
117	CA227	QL1	M23	le	le	C	1	ta le go	pa le bo	3	l	e	l	e	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
118	CA227	QL1	M23	go	bo	S	0	ta le go	pa le bo	3	g	o	b	o	Ocl	Voiced	back	Ocl	Voiced	Frontal	0	1	1	1	0	
119	CA227	QL1	M23	pe	pe	C	1	pe no	pe no	2	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
120	CA227	QL1	M23	no	no	C	1	pe no	pe no	2	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
121	CA227	QL1	M23	xe	xe	C	1	xe ra	xe ra	2	x	e	x	e	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
122	CA227	QL1	M23	ra	ra	C	1	xe ra	xe ra	2	r	a	r	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
123	CA227	QL1	M23	pa	pa	C	1	pa le ti ya	pa le ti ya	4	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
124	CA227	QL1	M23	le	le	C	1	pa le ti ya	pa le ti ya	4	l	e	l	e	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
125	CA227	QL1	M23	ti	ti	C	1	pa le ti ya	pa le ti ya	4	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
126	CA227	QL1	M23	ya	ya	C	1	pa le ti ya	pa le ti ya	4	y	a	y	a	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
127	CA227	QL1	M23	ka	ka	C	1	ka rro fa	ka rro fa	3	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
128	CA227	QL1	M23	rro	rro	C	1	ka rro fa	ka rro fa	3	rr	o	rr	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
129	CA227	QL1	M23	fa	fa	C	1	ka rro fa	ka rro fa	3	f	a	f	a	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
130	CA227	QL1	M23	ma	ma	C	1	ma po	ma po	2	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
131	CA227	QL1	M23	po	po	C	1	ma po	ma po	2	p	o	p	o	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
132	CA227	QL2	M23	so	so	C	1	so ya	so nya	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
133	CA227	QL2	M23	ya	nya	S	0	so ya	so nya	2	y	a	ny	a	fric	Voiced	Coronal	nas	Voiced	Coronal	0	1	0	1	1	
134	CA227	QL2	M23	be	be	C	1	be ta	be ta	2	b	e	b	e	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
135	CA227	QL2	M23	ta	ta	C	1	be ta	be ta	2	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
136	CA227	QL2	M23	me	me	C	1	me ze do ta	me ze do ta	4	m	e	m	e	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
137	CA227	QL2	M23	ze	ze	C	1	me ze do ta	me ze do ta	4	z	e	z	e	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
138	CA227	QL2	M23	do	do	C	1	me ze do ta	me ze do ta	4	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
139	CA227	QL2	M23	ta	ta	C	1	me ze do ta	me ze do ta	4	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
140	CA227	QL2	M23	ko	ko	C	1	ko li ya	ko li ya	3	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
141	CA227	QL2	M23	li	li	C	1	ko li ya	ko li ya	3	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
142	CA227	QL2	M23	ya	ya	C	1	ko li ya	ko li ya	3	y	a	y	a	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
143	CA227	QL2	M23	bu	bu	C	1	bu de	bu de	2	b	u	b	u	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
144	CA227	QL2	M23	de	de	C	1	bu de	bu de	2	d	e	d	e	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
145	CA227	QL2	M23	mo	mo	C	1	mo ku	mo ku	2	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
146	CA227	QL2	M23	ku	ku	C	1	mo ku	mo ku	2	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
147	CA227	QL2	M23	lo	lo	C	1	lo ra	lo ra	2	l	o	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
148	CA227	QL2	M23	ra	ra	C	1	lo ra	lo ra	2	r	a	r	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
149	CA227	QL2	M23	mi	mi	C	1	mi ri *** fa	mi ri f* za	4	m	i	m	i	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
150	CA227	QL2	M23	ri	ri	C	1	mi ri *** fa	mi ri f* za	4	r	i	r	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
151	CA227	QL2	M23	***	f*	I	0	mi ri *** fa	mi ri f* za	4	**	*	f	*	Other	Other	Other	fric	Vless	Frontal	0	1	0	0	0	
152	CA227	QL2	M23	fa	za	S	0	mi ri *** fa	mi ri f* za	4	f	a	z	a	fric	Vless	Frontal	fric	Vless	Coronal	0	1	1	1	0	
153	CA227	QL2	M23	xe	xe	C	1	xe ta	xe ta	2	x	e	x	e	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
154	CA227	QL2	M23	ta	ta	C	1	xe ta	xe ta	2	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
155	CA227	QL2	M23	bu	bu	C	1	bu fe lu	bu fe lu	3	b	u	b	u	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
156	CA227	QL2	M23	fe	fe	C	1	bu fe lu	bu fe lu	3	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
157	CA227	QL2	M23	lu	lu	C	1	bu fe lu	bu fe lu	3	l	u	l	u	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
158	CA227	QL2	M23	ma	ma	C	1	ma ni be za	ma ni be za	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
159	CA227	QL2	M23	ni	ni	C	1	ma ni be za	ma ni be za	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
160	CA227	QL2	M23	be	be	C	1	ma ni be za	ma ni be za	4	b	e	b	e	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
161	CA227	QL2	M23	za	za	C	1	ma ni be za	ma ni be za	4	z	a	z	a	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
162	CA227	QL2	M23	ma	ma	C	1	ma re xa da	ma re xa da	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
163	CA227	QL2	M23	re	re	C	1	ma re xa da	ma re xa da	4	r	e	r	e	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
164	CA227	QL2	M23	xa	xa	C	1	ma re xa da	ma re xa da	4	x	a	x	a	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
165	CA227	QL2	M23	da	da	C	1	ma re xa da	ma re xa da	4	d	a	d	a	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
166	CA227	QL2	M23	sa	sa	C	1	sa te li te	sa te li te	4	s	a	s	a	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
167	CA227	QL2	M23	te	te	C	1	sa te li te	sa te li te	4	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
168	CA227	QL2	M23	li	li	C	1	sa te li te	sa te li te	4	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
169	CA227	QL2	M23	te	te	C	1	sa te li te	sa te li te	4	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
170	CA227	QL2	M23	pe	pe	C	1	pe so	pe so	2	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
171	CA227	QL2	M23	so	so	C	1	pe so	pe so	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
172	CA227	QL2	M23	bi	bi	C	1	bi ra ni	bi ra ni	3	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
